
SetupTitle, Family
PrimitiveTest, I/V Sweep
DataValue, 0.1, 5E-05, 0, -5.5377E-09, 0.29824, -4.9998000000000005E-05
DataValue, 0.12, 5E-05, 0, -5.005E-09, 0.31956, -4.9974E-05
DataValue, 0.14, 5E-05, 0, -1.18964E-08, 0.3378, -5.0004000000000004E-05
DataValue, 0.16, 5E-05, 0, -1.5068E-08, 0.35844, -4.9974E-05
DataValue, 0.18, 5E-05, 0, -3.26358E-08, 0.37739999999999996, -4.9966E-05
DataValue, 0.2, 5E-05, 0, -5.6871999999999995E-08, 0.39812, -4.9934E-05
DataValue, 0.22, 5E-05, 0, -1.0323659999999999E-07, 0.41724, -4.9898E-05
DataValue, 0.24, 5E-05, 0, -1.919E-07, 0.43795999999999996, -4.9800000000000004E-05
DataValue, 0.26, 5E-05, 0, -3.3914E-07, 0.45448, -4.9658000000000005E-05
DataValue, 0.28, 5E-05, 0, -6.0366E-07, 0.47528, -4.9412E-05
DataValue, 0.3, 5E-05, 0, -1.00158E-06, 0.49667999999999995, -4.9048E-05
DataValue, 0.32, 5E-05, 0, -1.4837E-06, 0.51776, -4.8490000000000005E-05
DataValue, 0.34, 5E-05, 0, -2.2646000000000003E-06, 0.53788, -4.7826E-05
DataValue, 0.36, 5E-05, 0, -2.9435000000000003E-06, 0.5576, -4.7042E-05
DataValue, 0.38, 5E-05, 0, -3.8996000000000007E-06, 0.57724, -4.6158E-05
DataValue, 0.4, 5E-05, 0, -4.8348000000000007E-06, 0.5968, -4.5152000000000004E-05
DataValue, 0.42, 5E-05, 0, -5.9348E-06, 0.61564, -4.4038E-05
DataValue, 0.44, 5E-05, 0, -7.1862000000000008E-06, 0.63684, -4.274E-05
DataValue, 0.46, 5E-05, 0, -8.635700000000001E-06, 0.65711999999999993, -4.1428000000000004E-05
DataValue, 0.48, 5E-05, 0, -1.0267700000000002E-05, 0.67668, -3.9790000000000004E-05
DataValue, 0.5, 5E-05, 0, -1.2016E-05, 0.69663999999999993, -3.8124E-05
DataValue, 0.52, 5E-05, 0, -1.3904000000000001E-05, 0.71568, -3.6048000000000005E-05
DataValue, 0.54, 5E-05, 0, -1.6384E-05, 0.73596, -3.3952E-05
DataValue, 0.56, 5E-05, 0, -1.8434E-05, 0.75479999999999992, -3.1502000000000004E-05
DataValue, 0.58, 5E-05, 0, -2.1170000000000002E-05, 0.7754, -2.8834000000000002E-05
DataValue, 0.6, 5E-05, 0, -2.4128E-05, 0.79492, -2.591E-05
DataValue, 0.62, 5E-05, 0, -2.7206E-05, 0.81387999999999994, -2.2736E-05
DataValue, 0.64, 5E-05, 0, -3.0736E-05, 0.8348, -1.9218E-05
DataValue, 0.66, 5E-05, 0, -3.4806E-05, 0.853, -1.5386E-05
DataValue, 0.68, 5E-05, 0, -3.8714E-05, 0.8744, -1.1294E-05
DataValue, 0.70000000000000007, 5E-05, 0, -4.3404E-05, 0.89208, -6.7238000000000007E-06
DataValue, 0.72, 5E-05, 0, -4.8426E-05, 0.91204, -1.8172000000000002E-06
DataValue, 0.74, 5E-05, 0, -5.3482E-05, 0.92799999999999994, 3.3991E-06
DataValue, 0.76, 5E-05, 0, -5.9104E-05, 0.94968, 9.1239000000000009E-06
DataValue, 0.78, 5E-05, 0, -6.515E-05, 0.96936, 1.518E-05
DataValue, 0.8, 5E-05, 0, -7.1368E-05, 0.9842, 2.1444E-05
DataValue, 0.82000000000000006, 5E-05, 0, -7.9084E-05, 1.0096399999999999, 2.8374E-05
DataValue, 0.84, 5E-05, 0, -8.652E-05, 1.02812, 3.6444E-05
DataValue, 0.86, 5E-05, 0, -9.4072E-05, 1.0460399999999999, 4.447E-05
DataValue, 0.88, 5E-05, 0, -0.000102494, 1.06788, 5.2522E-05
DataValue, 0.9, 5E-05, 0, -0.00011142400000000001, 1.0866799999999999, 6.0954E-05
DataValue, 0.92, 5E-05, 0, -0.00012002, 1.10584, 7.0244E-05
DataValue, 0.94000000000000006, 5E-05, 0, -0.00013052000000000002, 1.12468, 7.9128E-05
DataValue, 0.96, 5E-05, 0, -0.00014156000000000002, 1.1474, 9.1426E-05
DataValue, 0.98, 5E-05, 0, -0.00015006, 1.164, 0.00010247400000000001
DataValue, 1, 5E-05, 0, -0.00016272000000000001, 1.1841599999999999, 0.000113016
DataValue, 1.02, 5E-05, 0, -0.0001729, 1.2034799999999999, 0.0001247
DataValue, 1.04, 5E-05, 0, -0.00018534, 1.21712, 0.00013358
DataValue, 1.06, 5E-05, 0, -0.00019558000000000002, 1.2311999999999999, 0.00014570000000000002
DataValue, 1.08, 5E-05, 0, -0.0002088, 1.25368, 0.00015838
DataValue, 1.1, 5E-05, 0, -0.0002222, 1.27244, 0.00017236
DataValue, 1.12, 5E-05, 0, -0.00023576, 1.2920399999999999, 0.00018696
DataValue, 1.1400000000000001, 5E-05, 0, -0.0002517, 1.3100399999999999, 0.00020114000000000002
DataValue, 1.16, 5E-05, 0, -0.00026596000000000004, 1.32748, 0.00021558000000000002
DataValue, 1.18, 5E-05, 0, -0.0002809, 1.3436, 0.00023074
DataValue, 1.2, 5E-05, 0, -0.00029502, 1.3631199999999999, 0.00024690000000000004
DataValue, 1.22, 5E-05, 0, -0.00031258, 1.3817599999999999, 0.0002629
DataValue, 1.24, 5E-05, 0, -0.000328, 1.39964, 0.00028044
DataValue, 1.26, 5E-05, 0, -0.00034668000000000004, 1.41288, 0.00029758000000000003
DataValue, 1.28, 5E-05, 0, -0.00036156000000000003, 1.43488, 0.00031434000000000003
DataValue, 1.3, 5E-05, 0, -0.0003816, 1.44976, 0.00033410000000000004
DataValue, 1.32, 5E-05, 0, -0.00040208, 1.46532, 0.00035160000000000004
DataValue, 1.34, 5E-05, 0, -0.00042246000000000004, 1.48572, 0.00037236
DataValue, 1.36, 5E-05, 0, -0.00044186000000000003, 1.5002, 0.00038838
DataValue, 1.3800000000000001, 5E-05, 0, -0.00046070000000000003, 1.51992, 0.00041032000000000004
DataValue, 1.4000000000000001, 5E-05, 0, -0.00047846000000000005, 1.5375999999999999, 0.00043068
DataValue, 1.42, 5E-05, 0, -0.00050284000000000006, 1.5549199999999999, 0.00045210000000000004
DataValue, 1.44, 5E-05, 0, -0.00052208000000000007, 1.57008, 0.00047220000000000004
DataValue, 1.46, 5E-05, 0, -0.00054162, 1.58368, 0.00049204
DataValue, 1.48, 5E-05, 0, -0.00056042000000000006, 1.60272, 0.00051384
DataValue, 1.5, 5E-05, 0, -0.00058474, 1.61808, 0.00053382000000000006
DataValue, 1.52, 5E-05, 0, -0.00060686000000000008, 1.63356, 0.00055430000000000008
DataValue, 1.54, 5E-05, 0, -0.00062656000000000007, 1.64716, 0.00057502000000000009
DataValue, 1.56, 5E-05, 0, -0.00064342, 1.66096, 0.00059094000000000008
DataValue, 1.58, 5E-05, 0, -0.0006581, 1.6745599999999998, 0.00061312
DataValue, 1.6, 5E-05, 0, -0.00068024, 1.6849999999999998, 0.00062978
DataValue, 1.62, 5E-05, 0, -0.00069420000000000007, 1.69604, 0.00064178
DataValue, 1.6400000000000001, 5E-05, 0, -0.00070782000000000006, 1.7074, 0.00066142
DataValue, 1.6600000000000001, 5E-05, 0, -0.00072350000000000008, 1.71664, 0.00067444
DataValue, 1.68, 5E-05, 0, -0.00073324, 1.7240799999999998, 0.000683
DataValue, 1.7, 5E-05, 0, -0.00073998, 1.7289599999999998, 0.00068892000000000009
DataValue, 1.72, 5E-05, 0, -0.00074526000000000008, 1.73376, 0.00069498
DataValue, 1.74, 5E-05, 0, -0.00074800000000000008, 1.73708, 0.00069702
DataValue, 1.76, 5E-05, 0, -0.00074934, 1.7395999999999998, 0.00069994
DataValue, 1.78, 5E-05, 0, -0.00075088, 1.7420399999999998, 0.00070136
DataValue, 1.8, 5E-05, 0, -0.00075236000000000009, 1.7444, 0.00070214000000000008
DataValue, 1.82, 5E-05, 0, -0.00075220000000000007, 1.74576, 0.00070224
DataValue, 1.84, 5E-05, 0, -0.00075226, 1.74708, 0.00070286
DataValue, 1.86, 5E-05, 0, -0.0007527, 1.7489599999999999, 0.00070278000000000007
DataValue, 1.8800000000000001, 5E-05, 0, -0.00075314, 1.7507199999999998, 0.00070284
DataValue, 1.9000000000000001, 5E-05, 0, -0.00075278000000000009, 1.7523199999999999, 0.00070338000000000009
DataValue, 1.92, 5E-05, 0, -0.00075308, 1.7545199999999999, 0.00070334
DataValue, 1.94, 5E-05, 0, -0.00075362000000000009, 1.75572, 0.00070384000000000006
DataValue, 1.96, 5E-05, 0, -0.00075398, 1.7587199999999998, 0.00070368
DataValue, 1.98, 5E-05, 0, -0.00075490000000000008, 1.76044, 0.00070396
DataValue, 2, 5E-05, 0, -0.00075418, 1.76168, 0.00070456
DataValue, 2.02, 5E-05, 0, -0.00075454, 1.7640799999999999, 0.00070468000000000006
DataValue, 2.04, 5E-05, 0, -0.00075462, 1.7649599999999999, 0.00070472
DataValue, 2.06, 5E-05, 0, -0.00075458, 1.7676399999999999, 0.0007045
DataValue, 2.08, 5E-05, 0, -0.00075408000000000007, 1.76904, 0.00070456
DataValue, 2.1, 5E-05, 0, -0.00075502, 1.77084, 0.00070466000000000007
DataValue, 2.12, 5E-05, 0, -0.00075526, 1.7726799999999998, 0.00070596
DataValue, 2.14, 5E-05, 0, -0.00075548, 1.7744799999999998, 0.0007056600000000001
DataValue, 2.16, 5E-05, 0, -0.00075562, 1.77664, 0.00070592000000000007
DataValue, 2.18, 5E-05, 0, -0.00075572000000000009, 1.77888, 0.00070556
DataValue, 2.2, 5E-05, 0, -0.00075554000000000007, 1.78036, 0.00070578
DataValue, 2.22, 5E-05, 0, -0.000756, 1.78236, 0.0007065000000000001
DataValue, 2.24, 5E-05, 0, -0.0007565400000000001, 1.78372, 0.00070602
DataValue, 2.2600000000000002, 5E-05, 0, -0.00075628, 1.7857999999999998, 0.0007066
DataValue, 2.2800000000000002, 5E-05, 0, -0.00075700000000000008, 1.78752, 0.00070776000000000009
DataValue, 2.3000000000000003, 5E-05, 0, -0.00075732, 1.7902, 0.00070712
DataValue, 2.32, 5E-05, 0, -0.00075772, 1.7915599999999998, 0.00070742
DataValue, 2.34, 5E-05, 0, -0.00075788000000000006, 1.7935599999999998, 0.00070800000000000008
DataValue, 2.36, 5E-05, 0, -0.0007581, 1.79572, 0.00070794
DataValue, 2.38, 5E-05, 0, -0.0007578000000000001, 1.7973599999999999, 0.00070804000000000006
DataValue, 2.4, 5E-05, 0, -0.0007581, 1.7995999999999999, 0.00070866000000000006
DataValue, 2.42, 5E-05, 0, -0.00075878, 1.8015999999999999, 0.00070864000000000007
DataValue, 2.44, 5E-05, 0, -0.00075888000000000008, 1.8034, 0.00070840000000000009
DataValue, 2.46, 5E-05, 0, -0.00075936, 1.8052, 0.00070898
DataValue, 2.48, 5E-05, 0, -0.00075994000000000007, 1.80752, 0.0007098
DataValue, 2.5, 5E-05, 0, -0.00075936, 1.8093599999999999, 0.00071
DataValue, 2.52, 5E-05, 0, -0.00075950000000000008, 1.8113199999999998, 0.00070962
DataValue, 2.54, 5E-05, 0, -0.0007646, 1.81364, 0.00071044
DataValue, 2.56, 5E-05, 0, -0.00076008, 1.81508, 0.00071076000000000006
DataValue, 2.58, 5E-05, 0, -0.00076064, 1.8172, 0.00071098
DataValue, 2.6, 5E-05, 0, -0.00076126, 1.8197599999999998, 0.00071106
DataValue, 2.62, 5E-05, 0, -0.00076102000000000006, 1.82148, 0.0007112
DataValue, 2.64, 5E-05, 0, -0.00076138000000000009, 1.8244, 0.00071154000000000009
DataValue, 2.66, 5E-05, 0, -0.0007627, 1.82588, 0.0007127
DataValue, 2.68, 5E-05, 0, -0.00076716, 1.8279599999999998, 0.00071218000000000008
DataValue, 2.7, 5E-05, 0, -0.00076224000000000007, 1.83028, 0.00071232
DataValue, 2.72, 5E-05, 0, -0.00076288000000000007, 1.83228, 0.0007127
DataValue, 2.74, 5E-05, 0, -0.00076354, 1.8348799999999998, 0.00071300000000000009
DataValue, 2.7600000000000002, 5E-05, 0, -0.00076336, 1.8372, 0.00071394
DataValue, 2.7800000000000002, 5E-05, 0, -0.0007636600000000001, 1.84008, 0.00071428000000000008
DataValue, 2.8000000000000003, 5E-05, 0, -0.00076430000000000009, 1.8417999999999999, 0.00071438
DataValue, 2.82, 5E-05, 0, -0.00076548, 1.84412, 0.0007158
DataValue, 2.84, 5E-05, 0, -0.00076574, 1.8466, 0.00071548
DataValue, 2.86, 5E-05, 0, -0.00076612, 1.8493199999999999, 0.0007157
DataValue, 2.88, 5E-05, 0, -0.00076616, 1.85092, 0.00071602
DataValue, 2.9, 5E-05, 0, -0.00076674, 1.8535199999999998, 0.00071686
DataValue, 2.92, 5E-05, 0, -0.00076758, 1.85564, 0.00071744000000000007
DataValue, 2.94, 5E-05, 0, -0.00076704000000000008, 1.8588799999999999, 0.00071754
DataValue, 2.96, 5E-05, 0, -0.00076798, 1.86048, 0.00071848000000000007
DataValue, 2.98, 5E-05, 0, -0.00076858, 1.8633199999999999, 0.00071848000000000007
DataValue, 3, 5E-05, 0, -0.0007684800000000001, 1.8648399999999998, 0.00071852
DataValue, 3.02, 5E-05, 0, -0.00076936000000000007, 1.8672799999999998, 0.00071898
DataValue, 3.04, 5E-05, 0, -0.00076934000000000008, 1.8712, 0.00071956000000000006
DataValue, 3.06, 5E-05, 0, -0.00077034, 1.8730799999999999, 0.0007202
DataValue, 3.08, 5E-05, 0, -0.00077098, 1.87512, 0.00072052
DataValue, 3.1, 5E-05, 0, -0.00077132, 1.87876, 0.00072142000000000007
DataValue, 3.12, 5E-05, 0, -0.00077168000000000007, 1.88112, 0.0007221
DataValue, 3.14, 5E-05, 0, -0.00077288000000000009, 1.88356, 0.00072238
DataValue, 3.16, 5E-05, 0, -0.00077314000000000007, 1.88556, 0.00072298
DataValue, 3.18, 5E-05, 0, -0.00077406, 1.88824, 0.00072426
DataValue, 3.2, 5E-05, 0, -0.00077520000000000009, 1.8910399999999998, 0.0007253400000000001
DataValue, 3.22, 5E-05, 0, -0.00077576, 1.89356, 0.00072518000000000007
DataValue, 3.24, 5E-05, 0, -0.00077588000000000006, 1.89668, 0.00072640000000000009
DataValue, 3.2600000000000002, 5E-05, 0, -0.0007766400000000001, 1.8997199999999999, 0.00072676
DataValue, 3.2800000000000002, 5E-05, 0, -0.00077746, 1.90228, 0.00072782
DataValue, 3.3000000000000003, 5E-05, 0, -0.00077812000000000009, 1.9050799999999999, 0.00072848
DataValue, 3.3200000000000003, 5E-05, 0, -0.00077940000000000008, 1.90788, 0.00072956000000000008
DataValue, 3.34, 5E-05, 0, -0.00077954, 1.91048, 0.00072988
DataValue, 3.36, 5E-05, 0, -0.0007808, 1.9145999999999999, 0.00073076
DataValue, 3.38, 5E-05, 0, -0.00078130000000000007, 1.91692, 0.00073122000000000009
DataValue, 3.4, 5E-05, 0, -0.00078232000000000009, 1.91852, 0.00073214
DataValue, 3.42, 5E-05, 0, -0.0007827200000000001, 1.9221599999999999, 0.00073334000000000008
DataValue, 3.44, 5E-05, 0, -0.00078398000000000009, 1.92516, 0.00073342
DataValue, 3.46, 5E-05, 0, -0.00078496, 1.92872, 0.00073506
DataValue, 3.48, 5E-05, 0, -0.00078588000000000009, 1.9334399999999998, 0.00073552
DataValue, 3.5, 5E-05, 0, -0.0007869000000000001, 1.93604, 0.00073706
DataValue, 3.52, 5E-05, 0, -0.00078832, 1.93884, 0.00073826
DataValue, 3.54, 5E-05, 0, -0.00078936, 1.94268, 0.00073962000000000008
DataValue, 3.56, 5E-05, 0, -0.00079078, 1.94528, 0.00074064000000000009
DataValue, 3.58, 5E-05, 0, -0.00079236000000000009, 1.94816, 0.00074248
DataValue, 3.6, 5E-05, 0, -0.0007938, 1.9516399999999998, 0.00074312
DataValue, 3.62, 5E-05, 0, -0.00079476, 1.95596, 0.00074452
DataValue, 3.64, 5E-05, 0, -0.00079582, 1.9583199999999998, 0.00074576
DataValue, 3.66, 5E-05, 0, -0.00079682000000000006, 1.9627999999999999, 0.00074662
DataValue, 3.68, 5E-05, 0, -0.0007984, 1.96512, 0.0007491
DataValue, 3.7, 5E-05, 0, -0.0007998800000000001, 1.96916, 0.00074998
DataValue, 3.72, 5E-05, 0, -0.00080144, 1.9727599999999999, 0.00075144
DataValue, 3.74, 5E-05, 0, -0.00080392000000000007, 1.97732, 0.00075366000000000007
DataValue, 3.7600000000000002, 5E-05, 0, -0.00080526, 1.98092, 0.00075518
DataValue, 3.7800000000000002, 5E-05, 0, -0.00080688, 1.9845599999999999, 0.00075744000000000007
DataValue, 3.8000000000000003, 5E-05, 0, -0.00080894000000000007, 1.98792, 0.00075890000000000007
DataValue, 3.8200000000000003, 5E-05, 0, -0.00081072, 1.9911999999999999, 0.00076114
DataValue, 3.84, 5E-05, 0, -0.00081250000000000007, 1.9947599999999999, 0.00076238
DataValue, 3.86, 5E-05, 0, -0.00081492, 1.99836, 0.00076504
DataValue, 3.88, 5E-05, 0, -0.00081682, 2.00336, 0.00076686000000000007
DataValue, 3.9, 5E-05, 0, -0.00081922000000000006, 2.0072799999999997, 0.00076962
DataValue, 3.92, 5E-05, 0, -0.00082206, 2.0110799999999998, 0.0007714000000000001
DataValue, 3.94, 5E-05, 0, -0.00082416000000000011, 2.01464, 0.0007738
DataValue, 3.96, 5E-05, 0, -0.00082630000000000008, 2.01956, 0.00077672000000000006
DataValue, 3.98, 5E-05, 0, -0.00082858000000000009, 2.02444, 0.0007787400000000001
DataValue, 4, 5E-05, 0, -0.00083114000000000007, 2.0272, 0.00078118
DataValue, 0, 7.5000000000000007E-05, 0, 1.7085E-09, 0.21544, -7.4964000000000009E-05
DataValue, 0.02, 7.5000000000000007E-05, 0, -3.079E-09, 0.23668, -7.4996E-05
DataValue, 0.04, 7.5000000000000007E-05, 0, -1.7463E-09, 0.25579999999999997, -7.5006E-05
DataValue, 0.06, 7.5000000000000007E-05, 0, -2.8682E-09, 0.27543999999999996, -7.499E-05
DataValue, 0.08, 7.5000000000000007E-05, 0, -5.1927E-09, 0.2954, -7.4976000000000009E-05
DataValue, 0.1, 7.5000000000000007E-05, 0, -3.8108E-09, 0.31456, -7.5018E-05
DataValue, 0.12, 7.5000000000000007E-05, 0, -5.7625E-09, 0.33664, -7.4986E-05
DataValue, 0.14, 7.5000000000000007E-05, 0, -1.2415599999999998E-08, 0.35375999999999996, -7.4982000000000008E-05
DataValue, 0.16, 7.5000000000000007E-05, 0, -2.4303199999999997E-08, 0.374, -7.4970000000000009E-05
DataValue, 0.18, 7.5000000000000007E-05, 0, -4.57662E-08, 0.39655999999999997, -7.4942E-05
DataValue, 0.2, 7.5000000000000007E-05, 0, -8.24098E-08, 0.41384, -7.491E-05
DataValue, 0.22, 7.5000000000000007E-05, 0, -1.5388E-07, 0.43451999999999996, -7.4836E-05
DataValue, 0.24, 7.5000000000000007E-05, 0, -2.6432E-07, 0.45304, -7.4704000000000008E-05
DataValue, 0.26, 7.5000000000000007E-05, 0, -4.832E-07, 0.47587999999999997, -7.451E-05
DataValue, 0.28, 7.5000000000000007E-05, 0, -8.3298E-07, 0.49488, -7.4142000000000009E-05
DataValue, 0.3, 7.5000000000000007E-05, 0, -1.3046000000000002E-06, 0.51476, -7.3676E-05
DataValue, 0.32, 7.5000000000000007E-05, 0, -1.9242E-06, 0.53611999999999993, -7.3046E-05
DataValue, 0.34, 7.5000000000000007E-05, 0, -2.6938000000000004E-06, 0.55612, -7.2334E-05
DataValue, 0.36, 7.5000000000000007E-05, 0, -3.5279000000000006E-06, 0.57504, -7.1440000000000007E-05
DataValue, 0.38, 7.5000000000000007E-05, 0, -4.5154000000000008E-06, 0.59439999999999993, -7.0458000000000009E-05
DataValue, 0.4, 7.5000000000000007E-05, 0, -5.5986000000000009E-06, 0.61452, -6.9328E-05
DataValue, 0.42, 7.5000000000000007E-05, 0, -6.8543000000000006E-06, 0.63568, -6.8126E-05
DataValue, 0.44, 7.5000000000000007E-05, 0, -8.2724E-06, 0.65444, -6.6694000000000009E-05
DataValue, 0.46, 7.5000000000000007E-05, 0, -9.7887000000000017E-06, 0.67475999999999992, -6.5130000000000008E-05
DataValue, 0.48, 7.5000000000000007E-05, 0, -1.1452700000000001E-05, 0.6948, -6.3348E-05
DataValue, 0.5, 7.5000000000000007E-05, 0, -1.3422000000000001E-05, 0.71368, -6.1582000000000008E-05
DataValue, 0.52, 7.5000000000000007E-05, 0, -1.5666000000000002E-05, 0.73508, -5.9242E-05
DataValue, 0.54, 7.5000000000000007E-05, 0, -1.802E-05, 0.7532, -5.6892000000000003E-05
DataValue, 0.56, 7.5000000000000007E-05, 0, -2.0964E-05, 0.77216, -5.4264E-05
DataValue, 0.58, 7.5000000000000007E-05, 0, -2.3500000000000002E-05, 0.7918, -5.1302000000000004E-05
DataValue, 0.6, 7.5000000000000007E-05, 0, -2.688E-05, 0.81096, -4.8286000000000005E-05
DataValue, 0.62, 7.5000000000000007E-05, 0, -3.0506000000000002E-05, 0.83136, -4.4624E-05
DataValue, 0.64, 7.5000000000000007E-05, 0, -3.413E-05, 0.85276, -4.0722E-05
DataValue, 0.66, 7.5000000000000007E-05, 0, -3.8666E-05, 0.87235999999999991, -3.63E-05
DataValue, 0.68, 7.5000000000000007E-05, 0, -4.3442E-05, 0.89232, -3.1698E-05
DataValue, 0.70000000000000007, 7.5000000000000007E-05, 0, -4.8944000000000004E-05, 0.9127599999999999, -2.5744E-05
DataValue, 0.72, 7.5000000000000007E-05, 0, -5.4642E-05, 0.93163999999999991, -2.1262E-05
DataValue, 0.74, 7.5000000000000007E-05, 0, -5.9744E-05, 0.94892, -1.5098E-05
DataValue, 0.76, 7.5000000000000007E-05, 0, -6.6102E-05, 0.97048, -8.875200000000001E-06
DataValue, 0.78, 7.5000000000000007E-05, 0, -7.2544E-05, 0.98832, -2.2163000000000003E-06
DataValue, 0.8, 7.5000000000000007E-05, 0, -7.9524E-05, 1.00796, 4.4414E-06
DataValue, 0.82000000000000006, 7.5000000000000007E-05, 0, -8.7186E-05, 1.02692, 1.1782E-05
DataValue, 0.84, 7.5000000000000007E-05, 0, -9.4714E-05, 1.04712, 1.9448E-05
DataValue, 0.86, 7.5000000000000007E-05, 0, -0.000102516, 1.0648, 2.799E-05
DataValue, 0.88, 7.5000000000000007E-05, 0, -0.000111682, 1.08412, 3.639E-05
DataValue, 0.9, 7.5000000000000007E-05, 0, -0.00012034, 1.10404, 4.7086E-05
DataValue, 0.92, 7.5000000000000007E-05, 0, -0.00013102, 1.12276, 5.5964E-05
DataValue, 0.94000000000000006, 7.5000000000000007E-05, 0, -0.00014038, 1.14248, 6.6196E-05
DataValue, 0.96, 7.5000000000000007E-05, 0, -0.00015222, 1.1618, 7.7086E-05
DataValue, 0.98, 7.5000000000000007E-05, 0, -0.00016286000000000002, 1.1817199999999999, 8.8328E-05
DataValue, 1, 7.5000000000000007E-05, 0, -0.00017542, 1.19912, 9.9598E-05
DataValue, 1.02, 7.5000000000000007E-05, 0, -0.00018746000000000003, 1.22156, 0.00011287600000000001
DataValue, 1.04, 7.5000000000000007E-05, 0, -0.00020050000000000002, 1.2398799999999999, 0.00012584
DataValue, 1.06, 7.5000000000000007E-05, 0, -0.00021370000000000002, 1.25856, 0.00013876
DataValue, 1.08, 7.5000000000000007E-05, 0, -0.00022810000000000002, 1.2767199999999999, 0.00015284
DataValue, 1.1, 7.5000000000000007E-05, 0, -0.00024228000000000002, 1.29312, 0.00016818
DataValue, 1.12, 7.5000000000000007E-05, 0, -0.00025672, 1.31496, 0.00018244000000000002
DataValue, 1.1400000000000001, 7.5000000000000007E-05, 0, -0.00027208, 1.33308, 0.00019664000000000002
DataValue, 1.16, 7.5000000000000007E-05, 0, -0.00028766, 1.35304, 0.00021280000000000002
DataValue, 1.18, 7.5000000000000007E-05, 0, -0.00030224, 1.37024, 0.00022868
DataValue, 1.2, 7.5000000000000007E-05, 0, -0.00032078, 1.38828, 0.00024608000000000003
DataValue, 1.22, 7.5000000000000007E-05, 0, -0.00033786, 1.40712, 0.00026386000000000004
DataValue, 1.24, 7.5000000000000007E-05, 0, -0.00035360000000000003, 1.4228399999999999, 0.00028078
DataValue, 1.26, 7.5000000000000007E-05, 0, -0.00037438, 1.44276, 0.00029904000000000004
DataValue, 1.28, 7.5000000000000007E-05, 0, -0.00039354, 1.4581199999999999, 0.0003165
DataValue, 1.3, 7.5000000000000007E-05, 0, -0.00041438, 1.4811999999999999, 0.00033966000000000004
DataValue, 1.32, 7.5000000000000007E-05, 0, -0.00043402, 1.50044, 0.00035634
DataValue, 1.34, 7.5000000000000007E-05, 0, -0.00045258, 1.51712, 0.00037860000000000004
DataValue, 1.36, 7.5000000000000007E-05, 0, -0.00047416000000000005, 1.53528, 0.00039868
DataValue, 1.3800000000000001, 7.5000000000000007E-05, 0, -0.00049746, 1.5534, 0.000422
DataValue, 1.4000000000000001, 7.5000000000000007E-05, 0, -0.00052002, 1.5733199999999998, 0.00044184000000000004
DataValue, 1.42, 7.5000000000000007E-05, 0, -0.00054112000000000008, 1.58948, 0.0004644
DataValue, 1.44, 7.5000000000000007E-05, 0, -0.00056418000000000006, 1.60704, 0.00048790000000000004
DataValue, 1.46, 7.5000000000000007E-05, 0, -0.00058172000000000009, 1.62712, 0.00051422
DataValue, 1.48, 7.5000000000000007E-05, 0, -0.0006066, 1.64272, 0.00053616
DataValue, 1.5, 7.5000000000000007E-05, 0, -0.00063346000000000008, 1.6599199999999998, 0.00055852000000000007
DataValue, 1.52, 7.5000000000000007E-05, 0, -0.00066228, 1.67824, 0.00058478
DataValue, 1.54, 7.5000000000000007E-05, 0, -0.00068564000000000006, 1.6958799999999998, 0.0006133
DataValue, 1.56, 7.5000000000000007E-05, 0, -0.00071266, 1.71516, 0.00062956
DataValue, 1.58, 7.5000000000000007E-05, 0, -0.00074248, 1.7324, 0.00066612000000000008
DataValue, 1.6, 7.5000000000000007E-05, 0, -0.00076504, 1.74908, 0.00069348
DataValue, 1.62, 7.5000000000000007E-05, 0, -0.00080362, 1.7693999999999999, 0.00072258
DataValue, 1.6400000000000001, 7.5000000000000007E-05, 0, -0.00081728000000000009, 1.7811599999999999, 0.0007422
DataValue, 1.6600000000000001, 7.5000000000000007E-05, 0, -0.00084504, 1.7997999999999998, 0.0007783
DataValue, 1.68, 7.5000000000000007E-05, 0, -0.00087598, 1.8177999999999999, 0.00080488
DataValue, 1.7, 7.5000000000000007E-05, 0, -0.00090728000000000011, 1.83368, 0.0008346
DataValue, 1.72, 7.5000000000000007E-05, 0, -0.00093802, 1.8528399999999998, 0.00086474
DataValue, 1.74, 7.5000000000000007E-05, 0, -0.00096496000000000006, 1.8692799999999998, 0.0008916000000000001
DataValue, 1.76, 7.5000000000000007E-05, 0, -0.00099362, 1.885, 0.00092774
DataValue, 1.78, 7.5000000000000007E-05, 0, -0.0010234600000000001, 1.90176, 0.00095112000000000007
DataValue, 1.8, 7.5000000000000007E-05, 0, -0.00105626, 1.91624, 0.00097290000000000007
DataValue, 1.82, 7.5000000000000007E-05, 0, -0.00108528, 1.92984, 0.0010066
DataValue, 1.84, 7.5000000000000007E-05, 0, -0.0011149200000000002, 1.94672, 0.0010399600000000002
DataValue, 1.86, 7.5000000000000007E-05, 0, -0.0011433600000000002, 1.9636, 0.00106656
DataValue, 1.8800000000000001, 7.5000000000000007E-05, 0, -0.0011698, 1.9776799999999999, 0.0010952800000000001
DataValue, 1.9000000000000001, 7.5000000000000007E-05, 0, -0.001195, 1.9924, 0.00112362
DataValue, 1.92, 7.5000000000000007E-05, 0, -0.001224, 2.00476, 0.0011502
DataValue, 1.94, 7.5000000000000007E-05, 0, -0.0012496, 2.019, 0.001172
DataValue, 1.96, 7.5000000000000007E-05, 0, -0.0012718, 2.03264, 0.0011962000000000001
